Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Ecuador,ECU,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,4300000,11800000,12200000,13000000,22000000,28000000,20000000,25000000,30000000,42000000,45000000,45000000,35000000,36000000,37000000,38000000,38000000,45000000,50000000,53000000,68000000,64000000,68000000,70000000,62000000,52000000,43857142.86,43073979.59,43455357.14,42857302.3,44243378.51,45289183.04,46993142.57,47457318.4,54051146.24,65761531.27,90468876.14,125980953.7,110557408,72456488.63,46324537.67,29617261.76,
"Egypt, Arab Rep.",EGY,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508000000,97000000,40000000,364900000,392000000,328900000,401000000,360900000,171100000,165000000,108100000,182000000,159200000,240600000,321600000,284500000,226000000,231600000,344700000,327500000,241500000,213800000,187700000,254500000,
Euro area,EMU,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,65193370.12,73480662.93,101933701.6,124793370.1,550996115.7,660245054.4,835303161.8,928112997.5,1870636579,2005962869,2164800871,2572742777,3410567583,3879201515,3420167263,3304185808,3366808553,3290016349,3649408493,4953265390,6367165502,7642452087,7939142983,10616384216,10945710258,11427752711,11257595293,11669353829,13796103892,13702262545,13747641979,14572046200,16194477357,15280645215,15022324456,16176286763,19562237713,42574115375,68259082456,73844328386,85124869283,1.08E+11,1.00E+11,1.03E+11,1.12E+11,1.10E+11,1.27E+11,1.59E+11,1.96E+11,1.62E+11,1.67E+11,
Eritrea,ERI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2807.017544,203086.9891,281121.134,,,,,,,,,,,,,,,,,,
Spain,ESP,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,167699487.7,159013888.8,129207940.2,134315808.7,198207388.8,169967223.2,135228573.8,149580577.4,164889183.2,184666817.2,229216223.5,306564953.1,379394143.3,647124946.5,702369537.3,1021669985,1020687943,1070002297,982797210.6,1061345632,1266225753,1447370353,1643510671,1878319067,,,,,,,,,,,,,,,4514423091,4473459917,4518881898,4986909042,5061763162,
Estonia,EST,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777511.6161,1092875.395,2909349.75,4559578.552,6954200.261,5626623.121,7909800.996,11232525.44,14113255.15,14216710.5,18027693.17,24910365.1,29436128.51,40334851.34,49885141.44,45825466.6,60053479.49,74400806.38,61298221.77,49018374.78,61533462.71,43574272.02,51658723.3,61367009.62,
Ethiopia,ETH,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,96618.35753,,,,,,,,,,,,,,,,,,,31518.39887,,,52683.80061,316615.0033,101146.5583,396117.5584,88288.33945,450079.3329,575608.0438,844549.2813,2070545.555,1728785.563,2826017.047,993167.1947,2877321.042,2458491.293,538887.9529,2190854.732,3838616.245,1115301.752,9294333.857,
European Union,EUU,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,65193370.12,73480662.93,101933701.6,452452966.7,903120678.9,1068045186,1300612977,1501775623,2516432125,2676850198,2870211229,3415122324,4350288261,5007463497,4519916210,4335009584,4395954666,4418983687,4742158233,6417134423,8753896076,10568375961,11212446907,14969832498,15046691185,15751974239,15522218120,17066170573,20219756225,21447270808,21346807757,22821130385,26150831166,24422125712,24222676388,25816780167,30967335038,56196327712,83856815455,90187697323,1.02E+11,1.28E+11,1.18E+11,1.22E+11,1.33E+11,1.29E+11,1.49E+11,1.82E+11,2.20E+11,1.85E+11,1.91E+11,
Fragile and conflict affected situations,FCS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,413825.3784,9347680.415,7399739.647,10286597.47,13637268.57,13751426.95,17435367.44,14222492.32,7693278.048,5483217.304,6018618.008,6289166.491,6239510.419,5348763.639,8403469.855,40160665.95,5893828.393,5454434.395,6106277.949,213536.4706,2740402.242,3789600.324,1497182.072,2483710.357,2549183.764,2019410.997,4153067.758,12275739.37,17194593.44,76676111.37,54134307.22,252824711.8,66050452.51,106986196.2,132424952.9,129062874.2,87743772.25,117628428.7,399777313.1,371796355.6,517650160.9,87651655.37,
Finland,FIN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,49016903.24,54085821.68,53530691.02,57600186.31,69019937.85,87959823.25,93673700.24,89499618.33,92217645.03,102223867.4,116074806.5,153010354.2,208153042.8,244563866.6,269655817.2,316693261.7,311622807.2,270647259.3,325487457.2,324558642.7,389212320.2,465429923.8,504312604.9,411408467.7,375364853.5,565064787.3,533542723,605328066.8,615775648.7,799980818.2,1123222470,,,2253167874,1475961963,1508991252,1575604351,1775070409,1918003189,1178388464,832032076.7,876760776.6,1010954179,
Fiji,FJI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717136.3151,481469.2372,1460363.595,1002239.011,751702.9985,1182349.8,981706.932,1627001.447,2448901.095,1345041.517,886415.5039,2355364.7,2569653.682,2337179.672,3169554.181,3916738.988,5975317.083,8092770.425,
France,FRA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,515801619.7,583726698.8,546609901.2,680438885.3,806667403.5,1028041878,945696301.1,905672553,911767138.5,882858798.7,981903449.7,1234368095,1593555979,1720570808,1416909594,1628676371,1748149931,2072778758,1798053452,1908824535,2320297933,2652879848,2476558276,2717179167,4501386364,4416804583,4094623529,4543205379,5150516787,5796167851,6186464726,7025520652,7673774067,10436061612,8380491516,10017150746,10539220053,8757312548,11054891066,12761325990,15654886216,14711295509,14839706338,
Faroe Islands,FRO,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800000,2870000,2640000,3090000,2990000,3150000,4244159.265,3073552.786,3695374.322,8655537.669,9562965.154,8969394.357,7676053.081,9076741.924,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,283199773.8,299450940.3,344806903.4,392037160.4,465540514.7,529813644,532968474.5,573322721.2,698415871.7,753020243.4,924694770.4,900259104.2,810989857.9,827232728.5,903266514.8,807266041.8,1035088153,1938146289,2331718495,2600777859,3574748480,3370457081,3577319474,3603459888,4472337548,5198358488,6320330299,6137005611,6652282989,7843727543,7138880603,7318160476,7442671164,8509311779,9812633961,10104080080,10191019832,9553182417,10824563803,9183960946,9809977621,11081379966,9251950587,9872604557,10651466856,11421937285,11809013416,11884391887,
Georgia,GEO,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7144248.79,6753653.31,10685440,10601494.04,5671521.36,5320755.08,5023551.11,4871460.38,8403513.81,8559176.97,7404609.48,7956804.44,7590401.93,13438271.71,19348328.75,6985876.37,16194771.85,24691784.03,
Ghana,GHA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,2836392,3500000,3700000,3500000,300000,100000,200000,100000,100000,100000,200000,200000,500000,900000,900000,700000,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,149600,,1026510,760000,873050,210000,870000,210000,30000,420000,180000,1200000,770000,620000,,,,,,
"Gambia, The",GMB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67432.99206,,3785.836664,,,,,,,,,,,2367.065966,,,
Equatorial Guinea,GNQ,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,14000000,14000000,16000000,18000000,20000000,19000000,12000000,14000000,13000000,8000000,10000000,12000000,13000000,15000000,15000000,13000000,19000000,27000000,46000000,58000000,57000000,58000000,,205100000,202900000,225000000,287332263.5,334611966.8,465807534.4,441723959.4,405920942.5,600278473.6,713335443.2,654187058,627108876.8,556256108,370894159.8,322282060.8,445830662.3,290625614.5,246609875.1,347343883.9,
Grenada,GRD,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,296296.2963,314814.8148,333333.3333,370370.3704,370370.3704,370370.3704,440740.7407,348148.1481,266666.6667,225925.9259,507407.4074,514814.8148,603703.7037,611111.1111,607407.4074,674074.0741,444444.4444,570370.3704,788888.8889,885203.7037,2366511.111,2533894.074,3024590.741,3492194.815,5502012.222,5615735.926,6213040.37,6465571.111,8207337.131,9366087.701,9932515.969,10440674.68,
Greenland,GRL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,1200000,300000,600000,1300000,600000,400000,300000,200000,,100000,,,,,100000,,,,,,,,,,,,,39900000,49400000,60200000,72100000,62147440,86197730,93974900,76348700,84246400,103203800,175215100,243253434.4,169600000,194600000,
Guam,GUM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,1200000,12300000,13600000,10800000,5400000,21600000,17600000,18522000,19448000,20421000,21442000,22513606.76,22963878.9,28015932.26,34179437.35,41698913.57,65990000,23943000,18244000,13832630,,
High income,HIC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,1000000,2000000,,,,2000000,2000000,67193370.12,76480662.93,104933701.6,675452966.7,1147120679,1374045186,1704612977,1869775623,3061294790,3294379017,3533056395,4262048164,5394028435,6114187296,6303280126,6518109834,6940012533,7271460700,7615543156,9862386536,12766695346,15868139708,17790722844,22667450732,24023308309,25785183537,25262925359,28321240506,35174658897,47850953654,49318465654,52974420785,62656625844,68469206611,67877876951,73722759315,82813399090,1.20E+11,1.55E+11,1.62E+11,1.80E+11,2.17E+11,2.11E+11,2.27E+11,2.49E+11,2.53E+11,2.74E+11,3.14E+11,3.41E+11,3.12E+11,3.25E+11,
"Hong Kong SAR, China",HKG,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536839387.2,280589056,461122758.5,491103104.2,695994666.5,864428601.8,1111347424,1288812729,1357493082,1504417242,1610465042,1699752586,1978131461,2009279637,2018574965,2027166770,1938286852,1860613528,1882822751,1924781218,
Honduras,HND,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,449999.9999,550000,650000,750000,950000,1200000,1400000,1650000,2000000,2250000,1950000,2250000,2000000,2000000,2200000,2500000,3000000,4000000,4500000,4900000,5400000,8900000,4000000,4500000,9200000,9500000,13800000,15700000,15400000,19117000,19444940,20910350,26751868.55,27747055.11,25381640,25680000,30380000,35154664.84,38670131.32,85312365.83,75110955.92,59033072.64,66573650.27,55846454.77,
Heavily indebted poor countries (HIPC),HPC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,574634.06,689982.2407,2175549.018,5945614.041,6968093.149,9328750.025,8183983.937,9954811.438,9865178.687,6525263.042,5590099.324,5230586.262,6975195.075,7036343.132,8355410.37,7059287.404,7208447.574,12782078.58,16185260.01,19824653.64,20588093.24,24675780.52,26221521.9,31949359.76,49726451.1,54076337.01,58076985.96,47179834.62,81988133.18,68131238.96,89386910.5,113127600.3,130023092.4,185523773.7,183819706.9,211235426.1,197224652.3,205966616.9,210165290.1,319004758.5,259154568.5,249302485.4,257041911.2,255292720.1,
Croatia,HRV,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11718000,27172000,45820000,33302142.85,31062059.58,47156607.9,50405741.8,60498720.4,62432078.24,77129142.01,130566178.1,145543060.8,192471243.6,174576184.3,213380931.3,258568228.7,212549037.2,224818850.1,262522045.5,307359863.6,281039802.6,275923004.8,267797245.1,268810881.5,307268071.3,
Haiti,HTI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900000,400000,370000,400000,500000,400000,400000,400000,480000,520000,1640000,1586440,2163920,1642260,1627980,576979.0249,
Hungary,HUN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35895240.69,39068374.03,29613158.14,39244450.77,74863051.92,69995137.09,131802698.8,191932167.9,214573381.7,307004937.2,258734878.2,269492894.8,416530257.1,463929314.8,1053803576,1107702919,1169130363,1752222005,2596029138,1981316302,1799363441,2034865903,1701009788,1966060574,1701540946,2006471837,1446684698,1566313265,
IBRD only,IBD,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,5599997.762,5599997.762,8399996.643,15399993.85,15399993.85,26599989.37,26599989.37,32199987.13,45799984.9,46199984.34,56199981.54,48530355.68,70288240.21,86423761.9,80566853.09,377819757.5,500829214,503187930.4,588435739,765155205,746346596.8,1025988806,1042793830,1075997972,971933407.9,928796321.2,990738044.3,1030307352,1123670957,1319999312,1466616297,1569422984,1597642626,1905343120,2943879295,3125925610,3856233654,5476703489,5321964416,7162807702,8645344096,9234745393,11016335412,12961319292,17443564481,20740281975,23652883056,28837838841,34765268650,34497275462,41562150781,46671360242,54791676450,61783022218,64555136839,60075076789,61973969202,70902489501,
IDA & IBRD total,IBT,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,5599997.762,5599997.762,8399996.643,15399993.85,15399993.85,26599989.37,26599989.37,32199987.13,45799984.9,46199984.34,56199981.54,48530355.68,70288240.21,86423761.9,81141487.15,378509739.7,502018588.4,516581224.9,600403571.8,782970552.5,821034433.8,1127639416,1093821971,1107557604,984825954.7,939189827.3,1003238165,1042406340,1135876189,1335337533,1486918827,1623981244,1621141690,2035038966,3067819429,3236347572,3953771335,5602289263,5443106660,7303518914,8827752126,9379828047,11170980588,13177934621,17694862575,21105168789,24050145788,29371977805,35356846732,35095593104,42217967500,47298046739,55503358951,62642635235,65760012055,61247193760,63347713417,71889409582,
IDA total,IDA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,574634.06,689982.2407,1189374.397,13393294.46,11967832.8,17815347.5,74687836.99,101650609.9,51028141.36,31559632.58,12892546.82,10393506.03,12500121.16,12098988.52,12205232.43,15338221,20302530.48,54558260.17,23499064.07,129695846.6,123940133.7,110421962.3,97537681.34,125585774.3,121142244.2,140711212.4,182408030.1,145082654,154645176,216615329.7,251298094.2,364886813.8,397262732.1,534138964.3,591578081.8,598317642.7,655816718.7,626686496.7,711682500.2,859613016.8,1204875216,1172116971,1373744215,986920081.3,
IDA blend,IDB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,250197.0309,9152673.16,7399739.647,10286597.47,68503853.06,94695798.45,43765656.33,27737528.18,10032557.31,7064467.473,9241993.524,8862645.393,7744302.91,10103468.94,14971244.44,45423119.51,10252285.71,115309480.9,107358090.8,89658697.34,71158994.41,92358112.21,61907714.03,79513139.05,114562141.8,86968653.66,65457683.72,133175146.8,144779931.1,227816380,224811542.9,324395648.3,377571585.8,355493775.5,410180367.8,409806981.2,505724892.3,540917764.9,647836607.6,674988786,701673896.2,760461498.4,
Indonesia,IDN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990320000,960870000,872228637,1085450000,1327681814,1530107289,1616459043,1787966703,1800089222,1736373354,1861866472,1652686736,1732362913,1900641453,
IDA only,IDX,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,574634.06,689982.2407,939177.3659,4240621.295,4568093.149,7528750.025,6183983.937,6954811.438,7262485.031,3822104.403,2859989.507,3329038.559,3258127.638,3236343.132,4460929.525,5234752.057,5331286.037,9135140.657,13246778.36,14386365.66,16582042.86,20763264.96,26378686.93,33227662.05,59234530.13,61198073.32,67845888.24,58114000.3,89187492.33,83440182.97,106518163.1,137070433.8,172451189.2,209743316,214006496,242823867.2,245636350.9,216879515.5,205957607.9,318695251.9,557038608.8,497128185,672070318.8,226458582.9,
Isle of Man,IMN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,17776013.3,23026309.47,13068415.52,13496502.35,12455736.62,15153361.08,38854328.11,24571485.05,22207099.13,25143719.35,24934650.13,40558650.91,108393928.2,127039845.2,72465533.69,49565207.9,68598351.54,75336944.71,93836422.84,90293739.53,118039538.7,150485539.5,200807738.7,315298932.6,282463092.3,317035850.7,345233067,549887942.1,611481232.4,671829366.3,845949436,1159824391,1528826913,1860070100,2438302981,2819291079,3990055617,3903908830,4848711889,5009034407,5466041710,6515405394,
Not classified,INX,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19223023704,22032958704,24017478994,35454631100,35013880663,37466956371,40824326471,42103106276,46406846447,64209889665,76415902226,76057451446,75171947678,
"Iran, Islamic Rep.",IRN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28600000,,203600000,100000,400000,5300000,,,400000,1000000,1400000,1500000,5700000,
Iceland,ISL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77940551.89,119197270.8,83750707.96,105225068.8,116324860.6,
Israel,ISR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,1000000,2000000,,,,2000000,2000000,2000000,3000000,3000000,3000000,4000000,6000000,4000000,8000000,9000000,9000000,11000000,8000000,7000000,3000000,31000000,39300000,33900000,33300000,24900000,31000000,46700000,55500000,64300000,73100000,85900000,103300000,111300000,148300000,155500000,183300000,195300000,212700000,269600000,360600000,459600000,461800000,433400000,490700000,541900000,680800000,912700000,908200000,898600000,831500000,1068300000,1111700000,998000000,1135700000,1061600000,1202100000,1351600000,
Italy,ITA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,9599999.99,11325726.86,13717189.18,20586403.11,21468733.3,19869764.39,16918955.17,54537911.94,31890021.98,366070968.2,450202399.4,411054952.7,413117698.2,443025691.8,401617863.2,331601910.9,491903867.7,507367403.3,779672190.9,615722076.2,1962163128,1470730161,1442119476,1215273154,1180899067,1165087574,1026765692,1003412275,1153316724,2681593690,2621936228,2868173473,3228402035,4311511964,4961118944,5520246121,6541903370,8010589603,7234446813,6137421707,6546520721,6604960155,5588020167,5387725755,5178268489,4319050930,4679032553,4789713374,
Jamaica,JAM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,4500000,1400000,3000000,4900000,900000,1000000,7500000,1200000,1600000,1900000,2000000,6800000,7900000,11500000,7100000,9400000,2700000,3200000,10500000,19400000,27900000,27600000,30000000,40500000,41000000,38300000,32100000,10800000,9082033,10954140.74,11164167.27,60382721.7,48152311.87,44823553.95,36279447.73,47410236.73,60119539.63,55850569.29,50762247.77,50756619.68,50756619.68,50756619.68,
Jordan,JOR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2394366.197,14788732.39,24084507.04,21267605.63,
Japan,JPN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9828945307,9620507762,8947380929,9854801124,11006793150,11098561971,11020739909,11003388852,13644338678,14653524495,15500422630,16677754114,18311541939,16834677241,18768647813,19172720512,19897558093,17831143180,20941598563,17033762146,20246369822,21342110957,
Kazakhstan,KAZ,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11762250,13633443,19912050,19631955,25710836,30903834,48439128,67989400,86660560,65089100,85536930,94623340,152394296,147894953.5,166057185,149088505,126873674.7,116374999.3,
Kenya,KEN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823210.38,,4228953.261,5978677.505,3846172.489,3352284.779,101528079.8,87130007.14,64942812.05,52106048.28,67870509.2,46834098.93,50826564.68,77305180.52,62162530.43,42413135.3,39191514.88,50346909.84,36900044.49,19722101.69,23566334.83,28437309.8,21238102.94,17804542.29,15092764.09,31781529.12,77528527.67,147498189.7,146182787.7,144483927.9,206820138.2,
Kyrgyz Republic,KGZ,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804809.687,2816176.96,9236500,6924200,3368008.4,3547913.7,2988608.196,5983640.55,19490436.36,11707867.45,,5662074,2586897,6189091,7755518,6927118,4981486,5954780,7538903,5301675,
Cambodia,KHM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4746705,6719858.4,4435554.202,4767498.286,5219087.228,6011050.77,6364995.097,7277620.024,6979500,10224000,6388500,8416000,6280500,10102500,11139000,11889000,20506256.61,12465615.56,10412895.41,12678687.63,
Kiribati,KIR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133333.3333,159259.2593,111111.1111,48148.14815,14814.81481,,296296.2963,311111.1111,303703.7037,822222.2222,825925.9259,927777.7778,887159.2593,1281851.852,1848140.741,2018966.667,1750127.407,1782938.148,2213601.111,1619166.667,1941085.556,2035227.778,2073488.148,2157114.444,3039400.909,2556748.679,2472101.69,2560237.236,
"Korea, Rep.",KOR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,1000000,3000000,2000000,1000000,125100000,92200000,166200000,175800000,266200000,325600000,478000000,580300000,823300000,1129300000,1376800000,1608700000,1672700000,1451400000,1767300000,2468100000,2537000000,2529800000,2434400000,2741200000,3300300000,3142000000,3125900000,3660100000,4598100000,4720000000,4776500000,5334400000,5823400000,7355600000,9182900000,7415000000,8616600000,9836800000,10546000000,10055900000,9429400000,9701600000,
Kuwait,KWT,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,8000000,7000000,10000000,1002980,6514260,8344910,8868480,228406600,281931640,200355120,241558000,393000000,258900000,352270000,316320000,188390000,200790000,242850000,279769844.3,360458888.9,339033333.3,370250370.4,513490752.5,569034211.1,620587472.5,726688022.7,1053456088,1207923222,1468853376,1798905069,1934850842,2384332882,2400513427,2287589625,2897269985,2760728635,3702865731,4055701082,4212257645,4301516225,4223070366,4052593092,4957642072,5662156899,6484100151,7155560079,8556759852,7913822897,7693338921,7524378690,
Lao PDR,LAO,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
