Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Portugal,PRT,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,16341979.44,19927109.38,18049887.43,22457713.45,31269169.19,33176431.51,41619590.67,37300591.38,29516010.33,33225182.76,51572629.39,81880287.22,76626967.69,68657091.92,116575032.5,114317819.5,75434043.9,174250995.5,206290995.3,236796159.3,274306362.2,287874080.2,303731471.1,301079693.9,275326992.3,250734264.9,313866261.7,307401100.1,361515356.6,349804723.2,408390759.5,479585029.6,534884547.4,561846599.1,596016303,600208516.1,505371453.5,517719869.1,680328168.3,699908004.9,812474235.7,865026823.3,
Paraguay,PRY,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,,100000,,100000,1200000,1200000,1600000,2400000,3400000,8600000,7400000,4600000,4600000,1900000,1700000,3100000,1200000,1900000,1700000,2500000,2500000,2500000,37300000,18050000,18500000,19330000,18500000,
West Bank and Gaza,PSE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2281.477778,,66999.85286,60897.49073,2091422.354,312493.3535,1871006.588,2734000,1526000,1296000,900000,203000,292307.7583,576598.4798,816166.279,746622.2675,929204.2173,1317075.932,1088613.19,1246266.71,
Pacific island small states,PSS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,7537.054801,,,,,,,12279.07541,,125242.5218,156851.2632,64709.90094,117443.2602,145041.2191,171023.9478,-82758.82373,261134.3061,913641.2456,538309.1113,1664022.307,1276098.768,1280272.094,2032723.862,1945013.792,2792834.117,3986775.02,2631365.178,1830520.237,4176591.205,4802957.188,5413433.69,10579713.07,16697604.75,17298014.85,13541958.66,
Post-demographic dividend,PST,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,65193370.12,73480662.93,101933701.6,672452966.7,1143120679,1368045186,1700612977,1861775623,3044589561,3234342933,3442468072,4154322494,5280306293,5958910700,5952345653,6055721443,6322869185,6738979510,7117931761,9351340318,12379430297,15458842452,17261896254,22124334936,23460663473,25326821571,24758141854,27633032580,34411953662,46790679119,48124821189,51620053632,60843695244,67197156065,66119078953,72065285319,81065149449,1.18E+11,1.33E+11,1.37E+11,1.53E+11,1.78E+11,1.71E+11,1.84E+11,2.02E+11,2.05E+11,2.20E+11,2.42E+11,2.57E+11,2.27E+11,2.40E+11,
French Polynesia,PYF,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553675.587,1872659.825,1716861.907,1486368.219,1577287.841,731320.1793,1722481.01,2833258.433,3268450.686,3759330.015,3509026.284,3246825.462,3018578.405,3475548.623,3333941.191,,
Qatar,QAT,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000,8000000,12000000,29000000,21000000,38000000,45000000,60000000,85000000,80000000,108000000,173274997.6,235424080.6,247969547.9,345932437.5,367264725,445022001.1,482416189.5,452525195.7,864753038.8,880131901.6,809483862.9,807871164.1,894695775.1,
Russian Federation,RUS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23840000,4430000,44100000,11140000,2530000,8060000,68720000,342740000,337650000,700030000,1057980000,1532870000,1940750000,2703970000,4480510000,3987050000,4841800000,5830320000,7629280000,8370790000,8021370000,5633850000,4997360000,5979770000,
Rwanda,RWA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,17776013.3,23026309.47,13068415.52,13496502.35,12455736.62,15153361.08,38854328.11,24571485.05,22207099.13,25143719.35,24934650.13,40558650.91,108393928.2,127039845.2,72465533.69,49565207.9,68598351.54,81484623.35,105694844,111498117.8,136404078.9,177552646,216908743.5,342827048.3,314883526.1,341537031,366359662.3,589601951.1,702572360.5,785199605.2,957195318.8,1275582229,1670095699,1961696656,2609955129,3007490650,4176389147,4065036685,5043155509,5214137795,5733976375,6768318609,
Saudi Arabia,SAU,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000,-200000,,100000,,,,,,3959.193908,2650,57298.90233,1297124,11370686.95,1415921.793,4000,55602.66695,,,,,
Senegal,SEN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,124634.06,139982.2407,125549.0184,122110.2177,221576.3417,235048.9541,283983.9372,404811.4378,365178.6873,341148.2203,320397.9043,222586.7884,317638.2466,99821.46518,134296.5896,94041.44045,330560.5572,283580.4353,528917.0258,105946.2025,144091.0004,120204.7265,486753.6254,2232428.258,3627415.142,5244444.62,5473496.997,2871609.035,3309955.589,505849.6924,7215804.681,7374852.97,5278355.718,7803586.929,9021778.887,12113862.92,5835118.275,5404075.274,4896899.35,1200307.576,5895857.282,5150397.39,7630754.896,8143522.386,
Singapore,SGP,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675773878,1993772048,1905703720,1869560758,4288782211,5040362421,4819607947,4781333510,6620543188,7893430572,9316764775,9594172191,9626888697,13482739468,13227092048,16908587528,20227689576,22974591270,22889235195,20766189180,19303256778,15445156646,14908630085,
Solomon Islands,SLB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156851.2632,60765.1856,117443.2602,84119.42154,53807.67791,103828.1616,62007.27897,196504.9306,56839.87405,2371.83887,9564.819882,5794.854246,240814.5521,746455.553,1128293.394,1450206.372,1196708.703,738655.4609,1359494.336,1219729.689,1491281.967,5205318.599,4779372.297,4349572.323,3985073.656,
Sierra Leone,SLE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197310.6941,25066.11023,2896.953285,1039718.92,1517962.45,728898.3114,643885.2214,403114.8106,334281.8582,408617.1499,1050135.558,1038580.007,886050.4823,1055010.208,1437870.046,
El Salvador,SLV,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,720000,2520000,4440000,2840000,1400000,2349473.945,1620000,3400000,1780000,1270382.088,2245322.245,5143028.008,3447281.962,114563.941,2855647.042,228440.8909,,,20300000,20500000,22100000,20400000,22200000,17750000,30400000,27300000,24100000,33700000,26050000,31490000,39934371.44,54681828.7,71564697.09,68550429.24,70203548.96,136773816.8,138129883.5,
San Marino,SMR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143639991.5,194747767.7,143534411,156146589.4,183192371,175036043.1,221215914.8,224524042.8,180273473.3,199701693.7,239226666.4,
Sub-Saharan Africa (excluding high income),SSA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,5599997.762,5599997.762,8399996.643,15399993.85,15399993.85,26599989.37,26599989.37,32199987.13,37799984.9,39199984.34,46199981.54,47527375.68,63773980.21,78078851.9,72273007.15,107183090.3,110525548.9,146947732.1,180379995.4,179534554,277687609.8,319190297.7,243266450.8,235130279.9,176740370.8,128418670.6,138362117,190393963.3,181391272.8,162960981.1,167818508.4,210229403.3,183514699.3,265041588.3,238678341.7,395177982.8,387583956.9,394637062.8,350580860.5,340915679.6,408467030.7,466852887.7,594732399.5,818481821.6,1081189319,1365498931,1576230575,2055010768,2160352732,2174402895,2333606514,2468258987,2649601504,2643906502,2533733159,2528529645,2712483424,2949441608,
South Sudan,SSD,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258600,520000,1770000,,
Sub-Saharan Africa,SSF,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,5599997.762,5599997.762,8399996.643,15399993.85,15399993.85,26599989.37,26599989.37,32199987.13,37799984.9,39199984.34,46199981.54,47527375.68,63773980.21,78078851.9,72273007.15,107183090.3,111549961.9,147994389,181530666.1,180799564.5,278939294.7,319479151.2,243519485.9,235392077.7,177001605,128699467.9,138702778.6,190751295.9,181818366.9,163315328.5,168193744.7,210607750.9,183905394.1,265041588.3,238678341.7,395597976.6,388207701.4,395228546.7,350960930.3,341383618.1,408904566.6,467279687.9,595279841.5,819037303.4,1081732410,1366044386,1576774105,2055556005,2160868593,2174918855,2335020710,2469672947,2651114111,2646660541,2536487585,2530323576,2713940756,2951140235,
Small states,SST,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,271152.1261,259415.71,2225001.212,9606521.429,11209083.65,14552276.01,19716419.57,16502452.28,21288297.89,25946185.61,24848224.41,23985964.27,28086745.99,25330256.21,43056602.79,36400433.18,41560495.85,50164310.96,50741173.65,62539472.43,53610363.74,68524321.17,89627358.44,114934766.8,143290137.3,166763896.9,186052609.8,187569920.1,186104851.2,211176622.7,235609093,274317512.7,402403309,507134310.9,522947415.1,1250940464,1958777976,1831250863,915216409.9,770773032.2,935000071.6,1011821135,1266478652,1238431441,1279810769,
Sao Tome and Principe,STP,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2295.96,31975.39656,134494.3572,137719.3967,26.7336,
Suriname,SUR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000,2500000,2600000,,,1229854.047,5796374.94,9885400.824,13859448.62,19711049.47,22703601.25,12501500.5,
Slovak Republic,SVK,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64181200.83,78965640.07,82547306.16,85453466.19,54617385.46,53938413.89,58130537.92,58406945.31,63194028.25,91220667.51,,,,,220304092.5,189812861.1,168403901.2,176419006.6,181043219.4,571873903,672083892.6,521977872.8,686171085,706219673.5,
Slovenia,SVN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900000,12800000,16200000,23000000,27100000,32700000,39000000,47200000,49500000,60400000,78400000,89600000,123300000,113000000,153635640.3,168809323.5,254680983.8,288809700,344264268,381001956.4,357115085.2,253038590.1,241772137.3,221333711.9,224340879.1,239611547.5,
Sweden,SWE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,44459822.78,52673622.89,62993228.24,73272654.43,108122110.4,115981901.8,137918854.1,132087637.1,143963675.3,186700434.5,203567212.4,199489842.5,219833918.2,201913383.9,225700823.5,285483698.3,428780879.8,448584284.7,594205379.2,672526064.1,742804561.9,691455472.1,717288895.5,589818518.4,775171527,1004150617,1005618157,957304070.8,1006426054,1088775810,991779879.2,878086896.9,919579589.6,1275990110,1415045058,1512385256,1690721321,1856019769,2063470051,1855773289,1498265136,1924300998,2478866959,2787187425,3845419141,4172708008,3336027780,3542488577,
Eswatini,SWZ,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,229999.9998,712569.946,770382.652,1709247.94,1381449.74,1884929.54,203351.5729,583306.2247,568919.9056,4764165.616,6070022.994,6748828.249,9314654.638,9995237.776,11921399.41,11474591.56,13428811.08,15574490.26,14591045.66,39269640.91,39254313.54,39902059.38,35064844.3,42800355.47,54075391.24,71181077.94,75601431.49,105433147.2,106405636.6,120988053.8,119690735.9,116340361.5,16308752.91,2678419.115,2362605.013,2006990.404,1811254.776,1424807.333,1097572.648,3169368.575,
Sint Maarten (Dutch part),SXM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865921.7877,569832.4022,1357541.899,1156424.581,1787709.497,2117318.436,960893.8547,
Seychelles,SYC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,1024412.928,1046656.913,1150670.745,1265010.517,1251684.879,288853.4658,253035.1819,261797.8727,261234.2171,280797.2568,340661.5868,357332.5709,427094.05,354347.4001,375236.2587,378347.5932,390694.8478,,,419993.8051,623744.5464,591483.8658,380069.7745,467938.4193,437535.9144,426800.2077,547441.9255,555481.8342,543090.9091,545454.5455,543529.2258,545237.3482,515861.0463,515960.2169,1414195.314,1413960.686,1512607.395,2754038.336,2754425.678,1793930.522,1457332.435,1698627.592,
Syrian Arab Republic,SYR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,10000000,12000000,20000000,25000000,30000000,30000000,36553806.34,,,,,,,,
Turks and Caicos Islands,TCA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,12512715.44,13011801.03,33014106.07,36910772.33,61313610.56,86003758.98,102142794.7,60484075.75,66774882.87,75782192.88,63108592.25,67556873.78,95434863.56,115552678.6,164879801.2,208645658.7,262119004.7,335690092.6,487117960.9,546571426.6,728938552.3,798912902.6,1505125568,1008578844,1972885279,2739242409,3676886327,5088691197,5883111486,8247014007,9603182770,10864942079,13150289216,15881208820,16400045116,19511730369,21709972282,25202088407,29319318130,30756880045,30020853619,31868699393,37489321869,
Europe & Central Asia (IDA & IBRD countries),TEC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11718000,72012000,102250000,362202142.9,525352059.6,515282425.3,782886937.4,1613424492,1324302972,1348673470,2196988599,2917688178,3955878625,4844811507,6387461831,8886209280,7904888896,9865485545,11010143827,12940216111,14902285986,14348153622,10957191117,10673143999,12370528390,
Togo,TGO,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645095.1661,1473436.916,310194.8462,781225.7238,584289.1329,759850.9418,454814.0103,669304.525,2188213.592,2673147.221,7148729.592,5182917.094,4685072.303,4690945.17,1645543.735,,,,384292.5844,114971.7755,182122.2799,2300313.582,
Thailand,THA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,12512715.44,12597975.66,16568543.86,19772184.99,22380195.22,29794599.08,36912392.68,37086769.41,43478041.51,49512302.7,45510139.95,47556873.78,64434863.56,88239301.84,127879801.2,170450253.5,206119004.7,280564850.1,426961109.7,451506716.7,629821109.1,716767861.4,803954544.1,513914898.1,583377970,709870581.5,823264729.7,1103909310,1267697585,1583825523,1676210000,2046760000,2288640000,2567130000,2247540000,3080540000,3121260000,3609710000,4593400000,3970840000,4121490000,3979480000,4280770000,
Tajikistan,TJK,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787900,201300,62800,335600,68900,755400,320000,82800,,,,,,,,88852.47296,
Turkmenistan,TKM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,8000000,7000000,10000000,1002980,6514260,8344910,8868480,236111828.2,330943310.6,276496786.7,337633000,495275000,406541666.7,664378333.3,735545000,767681666.7,695840000,709417346.9,755575399.9,694064444.4,685703252,828385664.5,975565262.3,1040193470,964704465.9,1110927794,1495349817,1673893107,2091986819,2507601059,2784424620,3331075204,3328311786,3167295217,3554003798,3479022945,4582987368,5107947625,5543197110,5991121322,6373542454,6263285505,7472142389,8680400463,9944310536,11098832943,12516337917,11888942904,11632178286,11710594468,
Timor-Leste,TLS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7692.13,495972.74,222496,,,,725648.0667,3118,75880.69,32822,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,22702105.81,28737501.6,36049633.65,31260717.88,32085875.1,37093976.86,26485775.8,15419081.44,13137492,13995057.68,12820700.82,16468463.02,21597085.59,44407963.15,51716893.25,62048627.92,61495810.2,68243385.8,78748999.79,609512999.1,224169818.4,176057689.9,491429384,566951096.2,532460827.8,422985346.1,402526811.7,217972619.6,210172337,162868250.7,286915778.4,263225668.1,511967202.8,384921886.8,390758075.6,423633357.7,420366570.4,589240637.9,610500950.1,558997377.6,635744749.3,725774607.9,599506010.8,
Tonga,TON,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,7537.054801,,,,,,,12279.07541,,125242.5218,,,,,,,,,,,,,32955.62649,18231.93875,,,,,,,,143145.0442,5474201.849,4882564.784,,
South Asia (IDA & IBRD),TSA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,17776013.3,23026309.47,13068415.52,13496502.35,12455736.62,15153361.08,38854328.11,24571485.05,22207099.13,25143719.35,24934650.13,40558650.91,108393928.2,127039845.2,72465533.69,49565207.9,68598351.54,81484623.35,105694844,111498117.8,136404078.9,177552646,216908743.5,342827048.3,314883526.1,341537031,366359662.3,589601951.1,702572360.5,785199605.2,957195318.8,1275582229,1670095699,1961696656,2609955129,3007490650,4176389147,4065036685,5043155509,5214137795,5733976375,6768318609,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,5599997.762,5599997.762,8399996.643,15399993.85,15399993.85,26599989.37,26599989.37,32199987.13,37799984.9,39199984.34,46199981.54,47527375.68,63773980.21,78078851.9,72273007.15,107183090.3,111549961.9,147994389,181530666.1,180799564.5,278939294.7,319479151.2,243519485.9,235392077.7,177001605,128699467.9,138702778.6,190751295.9,181818366.9,163315328.5,168193744.7,210607750.9,183905394.1,265041588.3,238678341.7,395597976.6,388207701.4,395228546.7,350960930.3,341383618.1,408904566.6,467279687.9,595279841.5,819037303.4,1081732410,1366044386,1576774105,2055556005,2160868593,2174918855,2335020710,2469672947,2651114111,2646660541,2536487585,2530323576,2713940756,2951140235,
Trinidad and Tobago,TTO,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,1705228.178,2011670.619,4041666.668,3375000.001,4875000.002,5541666.669,5708333.336,8625000.004,10791666.67,10250000,12367346.94,7305555.556,6305555.556,6269918.699,6235294.118,6541176.471,8000000,10705882.35,4391623.15,978914.6565,369884.9224,299746.922,607836.7756,206404.6571,,,,,,,,,,,,,60143858.87,54084973.45,60809869.37,70160562.62,75381069.46,53970155.79,54139016.52,
Tunisia,TUN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206763.912,,1053384.657,1138519.924,1081524.409,1130667.471,996272.2812,1977155.615,2114723.764,3081954.301,3616936.304,2634525.456,2529031.17,2918252.453,6255593.108,6330301.041,6208970.669,8029118.938,7707525.114,10668469.79,10145483.63,12498562.8,13774971.77,15159983.23,12075721.88,12804985.41,13664411.49,19438349.51,20952016.82,17504383.85,16574186.02,
Turkey,TUR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124000000,275000000,242000000,186000000,173000000,119000000,107000000,167000000,362000000,439000000,531000000,647000000,729000000,648000000,816000000,680000000,741000000,785000000,677000000,682000000,764000000,767000000,
Tuvalu,TUV,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40016.5814,,326731.9858,4679005.14,3800004.72,3700006.857,3550000,100000,700000,582830.04,218042,683196,5319945.667,106900,,270000,400000,851853.3333,2719346.667,1098666.333,2007390,1402980,3848000,
Uganda,UGA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6898573,7947510.95,1417503,1463500,10633427,4792886.34,1797690.4,3254382.076,2810259.476,8275720.301,11312971.32,14777163.05,12183518.67,13771124.87,19741922.79,17640465.49,
Ukraine,UKR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663000000,183000000,110000000,292000000,268000000,421000000,428000000,577000000,754000000,644000000,744000000,746000000,727000000,1072000000,552000000,358000000,358000000,430000000,
Upper middle income,UMC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,5599997.762,5599997.762,8399996.643,15399993.85,15399993.85,26599989.37,26599989.37,32199987.13,45799984.9,46199984.34,56199981.54,48530355.68,70288240.21,86423761.9,80566853.09,347412423.5,402879615.6,349988272.6,428511682.8,598855927.7,526393738.9,643681766.1,540447501.1,427462240.6,408978666.9,403693815.5,448753351.6,593805843.6,584811636.2,635677352.2,819689660.1,916072687.8,1041198460,1276918271,1642798788,2135836851,2672674086,3720415126,3361836076,4666450488,5476462689,6653320547,8749479239,9955824015,13149791198,15771985677,17991172147,21726448199,26089138964,25604605241,31019441563,34879190931,41016557817,46942059948,48829073800,45056758974,46238166566,52771344284,
Uruguay,URY,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,8900000,5400000,6300000,,,,,5700000,5000000,7600000,6300000,7000000,9200000,9300000,6476000,9766440.68,6757023.588,14027245.51,4314747.742,6908775.936,7287106.777,7633470.999,16625936.39,21950555.73,26557142.4,33571028.5,86928457.55,113422145.1,137128958.4,101265460.2,109286977.9,111459821.6,
United States,USA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,220000000,240000000,300000000,400000000,360000000,480000000,500000000,510000000,670000000,850000000,730000000,650000000,800000000,940000000,1170000000,1170000000,1401000000,1857000000,2601000000,2530000000,3140000000,4040000000,5162000000,5032000000,5852000000,6919000000,7837000000,9161000000,11235000000,13302000000,16607000000,16661000000,19493000000,19259000000,23690000000,25577000000,25038000000,26479000000,29623000000,31297000000,32551000000,36088000000,38660000000,38860000000,41983000000,40609000000,46577000000,51283000000,
Uzbekistan,UZB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170370.3704,,,392592.5926,422222.2222,281481.4815,325925.9259,288888.8889,562962.963,544444.4444,507407.4074,315555.5556,314988.8889,365140.7407,425955.5556,532896.2963,912066.6667,2953840.37,3310923.333,3244542.963,3336221.481,3237292.593,3383282.222,3761884.433,3065919.2,3356214.685,3407371.398,
"Venezuela, RB",VEN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,146000000,94000000,186000000,184000000,260000000,211000000,183000000,219000000,239000000,257000000,276000000,349000000,352000000,340000000,364000000,397000000,394000000,400000000,382000000,258000000,,
British Virgin Islands,VGB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
